,age,year,D,L,rate
1378,50,1974,540,91153,0.00592410562460917
1379,51,1974,570,90613,0.00629048811980621
1380,52,1974,616,90043,0.00684117588263385
1381,53,1974,668,89426,0.00746986335070337
1382,54,1974,739,88758,0.00832601004979833
1383,55,1974,765,88020,0.00869120654396728
1384,56,1974,864,87255,0.00990201134605467
1385,57,1974,951,86391,0.0110080911206028
1386,58,1974,1039,85440,0.0121605805243446
1387,59,1974,1100,84401,0.0130330209357709
1388,60,1974,1229,83301,0.0147537244450847
1389,61,1974,1302,82071,0.0158643126073765
1390,62,1974,1487,80769,0.018410528791987
1391,63,1974,1568,79282,0.0197775030902349
1392,64,1974,1739,77714,0.0223769205033842
1393,65,1974,1900,75975,0.02500822639026
1394,66,1974,2047,74075,0.0276341545730678
1395,67,1974,2284,72027,0.0317103308481542
1396,68,1974,2340,69743,0.0335517542979224
1397,69,1974,2551,67403,0.0378469801047431
1398,70,1974,2712,64852,0.0418182939616357
1399,71,1974,2884,62140,0.0464113292565175
1400,72,1974,3032,59255,0.0511686777487132
1401,73,1974,3218,56223,0.0572363623428134
1402,74,1974,3324,53005,0.0627110649938685
1403,75,1974,3439,49681,0.06922163402508
1404,76,1974,3568,46242,0.077159292418148
1405,77,1974,3586,42674,0.0840324319257628
1406,78,1974,3711,39088,0.0949396234138354
1407,79,1974,3722,35377,0.105209599457275
1408,80,1974,3596,31654,0.113603336071271
1409,81,1974,3402,28058,0.121248841685081
1410,82,1974,3400,24656,0.13789746917586
1411,83,1974,3139,21256,0.14767595031991
1412,84,1974,2960,18117,0.163382458464426
1413,85,1974,2705,15156,0.178477170757456
1414,86,1974,2365,12452,0.189929328621908
1415,87,1974,2172,10087,0.21532665807475
1416,88,1974,1708,7915,0.215792798483891
1417,89,1974,1521,6207,0.245045915901402
1418,90,1974,1238,4686,0.26419120785318
1419,91,1974,935,3447,0.271250362634175
1420,92,1974,760,2513,0.302427377636291
1421,93,1974,573,1752,0.327054794520548
1422,94,1974,393,1179,0.333333333333333
1423,95,1974,279,787,0.354510800508259
1424,96,1974,190,507,0.374753451676529
1425,97,1974,125,317,0.394321766561514
1426,98,1974,79,193,0.409326424870466
1427,99,1974,49,113,0.433628318584071
1428,100,1974,29,65,0.446153846153846
1429,50,1975,522,91509,0.00570435694849687
1430,51,1975,557,90987,0.00612175365711585
1431,52,1975,623,90430,0.00688930664602455
1432,53,1975,645,89807,0.00718206821294554
1433,54,1975,681,89162,0.00763778291200287
1434,55,1975,787,88481,0.00889456493484477
1435,56,1975,844,87694,0.00962437566994321
1436,57,1975,931,86850,0.0107196315486471
1437,58,1975,1017,85919,0.0118367299433187
1438,59,1975,1095,84902,0.0128972226802667
1439,60,1975,1144,83807,0.013650411063515
1440,61,1975,1267,82664,0.0153271073260428
1441,62,1975,1386,81397,0.0170276545818642
1442,63,1975,1528,80010,0.0190976127984002
1443,64,1975,1642,78482,0.0209219948523228
1444,65,1975,1783,76841,0.0232037584102237
1445,66,1975,1978,75058,0.0263529537157931
1446,67,1975,2174,73080,0.0297482211275315
1447,68,1975,2409,70906,0.0339745578653428
1448,69,1975,2450,68497,0.035767989838971
1449,70,1975,2658,66047,0.0402440686178025
1450,71,1975,2819,63389,0.044471438262159
1451,72,1975,3004,60569,0.0495963281546666
1452,73,1975,3132,57566,0.0544071153111211
1453,74,1975,3364,54433,0.0618007458710709
1454,75,1975,3413,51070,0.0668298413941649
1455,76,1975,3465,47656,0.0727085781433608
1456,77,1975,3641,44191,0.0823923423321491
1457,78,1975,3558,40550,0.0877435265104809
1458,79,1975,3790,36992,0.102454584775087
1459,80,1975,3653,33202,0.110023492560689
1460,81,1975,3537,29549,0.11969948221598
1461,82,1975,3510,26012,0.134937721051822
1462,83,1975,3287,22502,0.146075904364057
1463,84,1975,2996,19215,0.15591985428051
1464,85,1975,2741,16219,0.168999321783094
1465,86,1975,2562,13478,0.190087550081614
1466,87,1975,2176,10917,0.199322158102043
1467,88,1975,1909,8740,0.218421052631579
1468,89,1975,1540,6831,0.225442834138486
1469,90,1975,1327,5291,0.250803250803251
1470,91,1975,1073,3964,0.270686175580222
1471,92,1975,819,2891,0.283292978208232
1472,93,1975,638,2072,0.307915057915058
1473,94,1975,465,1434,0.324267782426778
1474,95,1975,332,969,0.342621259029928
1475,96,1975,230,637,0.361067503924647
1476,97,1975,154,407,0.378378378378378
1477,98,1975,100,253,0.395256916996047
1478,99,1975,63,152,0.414473684210526
1479,100,1975,38,89,0.426966292134831
1480,50,1976,501,91844,0.00545490178999173
1481,51,1976,554,91342,0.00606511790851963
1482,52,1976,613,90789,0.00675191928537598
1483,53,1976,645,90175,0.0071527585250901
1484,54,1976,692,89530,0.0077292527644365
1485,55,1976,758,88839,0.00853228874705929
1486,56,1976,847,88081,0.0096161487721529
1487,57,1976,856,87234,0.0098126877135062
1488,58,1976,987,86378,0.0114265206418301
1489,59,1976,1055,85390,0.0123550767068743
1490,60,1976,1166,84335,0.0138258137190965
1491,61,1976,1207,83169,0.0145126188844401
1492,62,1976,1364,81962,0.0166418584221957
1493,63,1976,1466,80598,0.0181890369488077
1494,64,1976,1638,79132,0.0206995905575494
1495,65,1976,1774,77494,0.022892094871861
1496,66,1976,1880,75720,0.0248283148441627
1497,67,1976,2074,73840,0.0280877573131094
1498,68,1976,2272,71766,0.0316584455034417
1499,69,1976,2517,69495,0.03621843298079
1500,70,1976,2562,66978,0.0382513661202186
1501,71,1976,2779,64416,0.0431414555389965
1502,72,1976,2975,61637,0.0482664633255999
1503,73,1976,3139,58662,0.0535099382905458
1504,74,1976,3262,55523,0.0587504277506619
1505,75,1976,3420,52261,0.0654407684506611
1506,76,1976,3518,48841,0.0720296472226203
1507,77,1976,3591,45323,0.0792312953687973
1508,78,1976,3771,41732,0.0903623118949487
1509,79,1976,3694,37961,0.0973103975132373
1510,80,1976,3751,34267,0.109463915720664
1511,81,1976,3608,30516,0.118233058067899
1512,82,1976,3516,26908,0.130667459491601
1513,83,1976,3386,23392,0.144750341997264
1514,84,1976,3136,20006,0.156752974107768
1515,85,1976,2876,16870,0.170480142264375
1516,86,1976,2617,13994,0.187008718022009
1517,87,1976,2318,11377,0.203744396589611
1518,88,1976,1932,9059,0.213268572690142
1519,89,1976,1660,7127,0.232917075908517
1520,90,1976,1351,5467,0.247119078104994
1521,91,1976,1107,4115,0.269015795868773
1522,92,1976,886,3008,0.294547872340426
1523,93,1976,664,2122,0.312912346842601
1524,94,1976,442,1458,0.303155006858711
1525,95,1976,350,1015,0.344827586206897
1526,96,1976,242,666,0.363363363363363
1527,97,1976,162,424,0.382075471698113
1528,98,1976,105,262,0.400763358778626
1529,99,1976,66,157,0.420382165605096
1530,100,1976,40,92,0.434782608695652
1531,50,1977,518,92125,0.00562279511533243
1532,51,1977,557,91607,0.00608032137282085
1533,52,1977,579,91051,0.0063590734862879
1534,53,1977,630,90472,0.00696348041382969
1535,54,1977,664,89841,0.00739083491946884
1536,55,1977,746,89177,0.00836538569362055
1537,56,1977,791,88431,0.0089448270402913
1538,57,1977,852,87640,0.00972158831583752
1539,58,1977,929,86789,0.0107041214900506
1540,59,1977,1010,85860,0.0117633356627067
1541,60,1977,1099,84849,0.0129524213602989
1542,61,1977,1224,83750,0.0146149253731343
1543,62,1977,1315,82527,0.0159341791171374
1544,63,1977,1416,81211,0.0174360616172686
1545,64,1977,1572,79796,0.019700235600782
1546,65,1977,1662,78224,0.0212466762119043
1547,66,1977,1837,76562,0.0239936260808234
1548,67,1977,1961,74725,0.0262428905988625
1549,68,1977,2250,72764,0.0309218844483536
1550,69,1977,2352,70513,0.0333555514585963
1551,70,1977,2622,68161,0.0384677454849547
1552,71,1977,2666,65539,0.040678069546377
1553,72,1977,2855,62874,0.0454082768712027
1554,73,1977,3029,60018,0.0504681928754707
1555,74,1977,3217,56990,0.0564484997367959
1556,75,1977,3363,53773,0.0625406802670485
1557,76,1977,3529,50409,0.0700073399591343
1558,77,1977,3587,46881,0.0765128730189202
1559,78,1977,3545,43294,0.0818820159837391
1560,79,1977,3749,39748,0.0943192110294858
1561,80,1977,3606,35999,0.100169449151365
1562,81,1977,3647,32393,0.112586052542216
1563,82,1977,3551,28747,0.123525933140849
1564,83,1977,3390,25195,0.134550506052788
1565,84,1977,3223,21806,0.147803356874255
1566,85,1977,2981,18582,0.160424066300721
1567,86,1977,2637,15601,0.169027626434203
1568,87,1977,2469,12965,0.190435788661782
1569,88,1977,2130,10496,0.202934451219512
1570,89,1977,1852,8365,0.221398684997011
1571,90,1977,1555,6513,0.238753262705359
1572,91,1977,1222,4958,0.246470350947963
1573,92,1977,1005,3737,0.268932298635269
1574,93,1977,780,2732,0.285505124450952
1575,94,1977,583,1952,0.298668032786885
1576,95,1977,446,1369,0.325785244704164
1577,96,1977,318,923,0.344528710725894
1578,97,1977,219,605,0.36198347107438
1579,98,1977,147,386,0.380829015544041
1580,99,1977,95,239,0.397489539748954
1581,100,1977,60,144,0.416666666666667
1582,50,1978,502,92375,0.00543437077131258
1583,51,1978,537,91873,0.00584502519782744
1584,52,1978,586,91336,0.00641587106945783
1585,53,1978,616,90750,0.00678787878787879
1586,54,1978,666,90134,0.00738899860208135
1587,55,1978,722,89468,0.00806992444225868
1588,56,1978,791,88746,0.00891307777251932
1589,57,1978,832,87955,0.00945938263884941
1590,58,1978,942,87123,0.0108122998519335
1591,59,1978,998,86181,0.0115802787157262
1592,60,1978,1080,85183,0.0126785861028609
1593,61,1978,1162,84103,0.0138163918052864
1594,62,1978,1279,82940,0.0154207861104413
1595,63,1978,1377,81662,0.0168621880433984
1596,64,1978,1495,80284,0.0186213940511185
1597,65,1978,1660,78789,0.0210689309421366
1598,66,1978,1813,77130,0.0235057694800985
1599,67,1978,1939,75317,0.0257445198295206
1600,68,1978,2153,73378,0.0293412194390689
1601,69,1978,2312,71225,0.0324605124605125
1602,70,1978,2516,68913,0.0365098022143863
1603,71,1978,2733,66397,0.0411614982604636
1604,72,1978,2762,63664,0.0433840160844433
1605,73,1978,2999,60901,0.0492438547807097
1606,74,1978,3210,57903,0.0554375420962644
1607,75,1978,3332,54693,0.0609218730002011
1608,76,1978,3517,51362,0.0684747478680737
1609,77,1978,3594,47845,0.0751175671439022
1610,78,1978,3750,44251,0.0847438475966645
1611,79,1978,3645,40501,0.0899977778326461
1612,80,1978,3695,36856,0.100255046668114
1613,81,1978,3612,33161,0.108923132595519
1614,82,1978,3629,29549,0.122812954753122
1615,83,1978,3384,25920,0.130555555555556
1616,84,1978,3213,22536,0.142571884984026
1617,85,1978,3076,19323,0.15918853180148
1618,86,1978,2822,16247,0.173693604973226
1619,87,1978,2437,13425,0.181527001862197
1620,88,1978,2259,10988,0.205587914088096
1621,89,1978,1907,8730,0.2184421534937
1622,90,1978,1618,6822,0.237173849311052
1623,91,1978,1326,5204,0.254803996925442
1624,92,1978,1004,3878,0.258896338318721
1625,93,1978,834,2874,0.290187891440501
1626,94,1978,581,2040,0.284803921568627
1627,95,1978,472,1459,0.323509252912954
1628,96,1978,338,986,0.342799188640974
1629,97,1978,234,648,0.361111111111111
1630,98,1978,157,414,0.379227053140097
1631,99,1978,102,257,0.396887159533074
1632,100,1978,64,155,0.412903225806452
1633,50,1979,504,92657,0.00543941634199251
1634,51,1979,535,92153,0.00580556248847026
1635,52,1979,582,91619,0.00635239415405102
1636,53,1979,622,91037,0.00683238683172776
1637,54,1979,651,90415,0.00720013272134049
1638,55,1979,716,89764,0.00797647163673633
1639,56,1979,758,89048,0.00851226304914204
1640,57,1979,834,88290,0.00944614339109752
1641,58,1979,889,87456,0.0101651115989755
1642,59,1979,1001,86567,0.0115632977924613
1643,60,1979,1025,85566,0.01197905710212
1644,61,1979,1148,84541,0.0135792100874132
1645,62,1979,1246,83393,0.0149413020277481
1646,63,1979,1359,82147,0.0165435134575821
1647,64,1979,1427,80789,0.017663295745708
1648,65,1979,1605,79362,0.0202237846828457
1649,66,1979,1725,77757,0.0221844978587137
1650,67,1979,1871,76032,0.0246080597643098
1651,68,1979,2060,74160,0.0277777777777778
1652,69,1979,2220,72100,0.0307905686546463
1653,70,1979,2451,69880,0.0350744132799084
1654,71,1979,2595,67429,0.038484924883952
1655,72,1979,2902,64833,0.0447611555843475
1656,73,1979,2886,61932,0.0465994962216625
1657,74,1979,3116,59045,0.0527733084935219
1658,75,1979,3264,55929,0.0583597060558923
1659,76,1979,3440,52665,0.0653185227380613
1660,77,1979,3522,49226,0.0715475561695039
1661,78,1979,3653,45704,0.0799273586556975
1662,79,1979,3743,42051,0.0890109628784096
1663,80,1979,3579,38308,0.0934269604260207
1664,81,1979,3668,34728,0.105620824694771
1665,82,1979,3580,31060,0.115260785576304
1666,83,1979,3516,27481,0.127942942396565
1667,84,1979,3376,23965,0.140872105153349
1668,85,1979,3042,20590,0.147741622146673
1669,86,1979,2854,17547,0.162648885849433
1670,87,1979,2626,14693,0.17872456271694
1671,88,1979,2255,12067,0.186873290793072
1672,89,1979,2047,9812,0.208622095393396
1673,90,1979,1716,7765,0.220991629104958
1674,91,1979,1471,6049,0.24318069102331
1675,92,1979,1190,4578,0.259938837920489
1676,93,1979,896,3388,0.264462809917355
1677,94,1979,731,2493,0.293221018852788
1678,95,1979,547,1762,0.31044267877412
1679,96,1979,400,1215,0.329218106995885
1680,97,1979,283,815,0.347239263803681
1681,98,1979,194,532,0.364661654135338
1682,99,1979,129,337,0.382789317507418
1683,100,1979,83,208,0.399038461538462
1684,50,1980,507,92837,0.00546118465697944
1685,51,1980,545,92330,0.00590274017112531
1686,52,1980,569,91785,0.00619927003322983
1687,53,1980,639,91217,0.00700527313987524
1688,54,1980,669,90578,0.00738589944578154
1689,55,1980,717,89909,0.00797473000478261
1690,56,1980,759,89192,0.00850973181451251
1691,57,1980,823,88433,0.00930648061244106
1692,58,1980,909,87610,0.0103755279077731
1693,59,1980,959,86700,0.0110611303344867
1694,60,1980,1104,85742,0.0128758368127639
1695,61,1980,1138,84638,0.0134454972943595
1696,62,1980,1244,83500,0.0148982035928144
1697,63,1980,1338,82256,0.0162662906049407
1698,64,1980,1503,80918,0.0185743592278603
1699,65,1980,1613,79415,0.020311024365674
1700,66,1980,1701,77801,0.0218634721918741
1701,67,1980,1877,76101,0.0246645904784431
1702,68,1980,2089,74223,0.028144914649098
1703,69,1980,2249,72134,0.0311780852302659
1704,70,1980,2434,69885,0.0348286470630321
1705,71,1980,2632,67452,0.0390203403902034
1706,72,1980,2821,64819,0.0435211897746031
1707,73,1980,3076,61998,0.0496145036936675
1708,74,1980,3095,58923,0.0525261782326087
1709,75,1980,3390,55828,0.0607222182417425
1710,76,1980,3420,52438,0.0652198787139098
1711,77,1980,3641,49018,0.0742788363458321
1712,78,1980,3749,45377,0.0826189479251603
1713,79,1980,3744,41628,0.0899394638224272
1714,80,1980,3805,37884,0.100438179706472
1715,81,1980,3680,34079,0.107984389213299
1716,82,1980,3717,30399,0.12227375900523
1717,83,1980,3439,26682,0.128888389176224
1718,84,1980,3274,23243,0.14085961364712
1719,85,1980,3154,19969,0.157944814462417
1720,86,1980,2852,16815,0.169610466845079
1721,87,1980,2553,13963,0.182840363818664
1722,88,1980,2312,11410,0.202629272567923
1723,89,1980,1933,9098,0.212464277863267
1724,90,1980,1723,7165,0.240474528960223
1725,91,1980,1400,5442,0.257258360896729
1726,92,1980,1099,4043,0.271827850605986
1727,93,1980,836,2943,0.284063880394156
1728,94,1980,628,2107,0.298054105363075
1729,95,1980,478,1479,0.323191345503719
1730,96,1980,342,1000,0.342
1731,97,1980,237,658,0.360182370820669
1732,98,1980,160,421,0.380047505938242
1733,99,1980,104,261,0.398467432950192
1734,100,1980,65,157,0.414012738853503
1735,50,1981,519,93138,0.00557237647361979
1736,51,1981,546,92620,0.00589505506370114
1737,52,1981,584,92073,0.00634279321842451
1738,53,1981,636,91489,0.0069516553902655
1739,54,1981,657,90853,0.00723146181193797
1740,55,1981,729,90196,0.00808239833252029
1741,56,1981,776,89467,0.0086735891446008
1742,57,1981,817,88690,0.00921186154019619
1743,58,1981,879,87874,0.0100029587818923
1744,59,1981,934,86995,0.0107362492097247
1745,60,1981,1005,86060,0.0116778991401348
1746,61,1981,1133,85055,0.0133207924284287
1747,62,1981,1179,83922,0.0140487595624508
1748,63,1981,1314,82743,0.0158804974438925
1749,64,1981,1453,81429,0.0178437657345663
1750,65,1981,1577,79975,0.0197186620819006
1751,66,1981,1695,78398,0.0216204495012628
1752,67,1981,1820,76703,0.0237278854803593
1753,68,1981,1947,74884,0.0260002136638
1754,69,1981,2169,72936,0.0297384007897335
1755,70,1981,2369,70767,0.0334760552234799
1756,71,1981,2512,68398,0.0367262200649142
1757,72,1981,2729,65886,0.0414200285341347
1758,73,1981,2941,63157,0.0465664930253179
1759,74,1981,3202,60216,0.0531752358177229
1760,75,1981,3214,57014,0.0563721191286351
1761,76,1981,3444,53799,0.0640160597780628
1762,77,1981,3518,50355,0.0698639658425181
1763,78,1981,3621,46838,0.0773090225884965
1764,79,1981,3779,43217,0.0874424416317653
1765,80,1981,3819,39438,0.0968355393275521
1766,81,1981,3828,35619,0.107470731912743
1767,82,1981,3584,31791,0.112736309018276
1768,83,1981,3569,28206,0.126533361696093
1769,84,1981,3407,24638,0.138282328111048
1770,85,1981,3238,21231,0.152512835005417
1771,86,1981,2970,17993,0.165064191630078
1772,87,1981,2637,15023,0.175530852692538
1773,88,1981,2337,12386,0.188680768609721
1774,89,1981,2127,10049,0.211662852025077
1775,90,1981,1829,7921,0.230905188738796
1776,91,1981,1487,6092,0.244090610636901
1777,92,1981,1194,4605,0.25928338762215
1778,93,1981,928,3411,0.27206097918499
1779,94,1981,775,2483,0.312122432541281
1780,95,1981,535,1708,0.313231850117096
1781,96,1981,389,1173,0.331628303495311
1782,97,1981,274,783,0.349936143039591
1783,98,1981,188,509,0.369351669941061
1784,99,1981,124,321,0.386292834890966
1785,100,1981,80,197,0.406091370558376
1786,50,1982,510,93339,0.00546395397422299
1787,51,1982,544,92829,0.00586023764125435
1788,52,1982,584,92285,0.00632822235466219
1789,53,1982,627,91701,0.00683743906827625
1790,54,1982,646,91073,0.00709321094067396
1791,55,1982,714,90427,0.00789587180819888
1792,56,1982,757,89713,0.00843801901619609
1793,57,1982,809,88956,0.00909438374027609
1794,58,1982,846,88147,0.00959760400240507
1795,59,1982,931,87301,0.0106642535595239
1796,60,1982,1000,86370,0.0115780942456872
1797,61,1982,1066,85370,0.0124868220686424
1798,62,1982,1173,84304,0.0139139305371038
1799,63,1982,1295,83130,0.0155780103452424
1800,64,1982,1365,81835,0.0166799046862589
1801,65,1982,1492,80471,0.0185408407997912
1802,66,1982,1654,78979,0.0209422757948315
1803,67,1982,1781,77325,0.02303265438086
1804,68,1982,1920,75544,0.0254156518055703
1805,69,1982,2046,73625,0.0277894736842105
1806,70,1982,2245,71578,0.0313643857051049
1807,71,1982,2468,69333,0.0355963249823316
1808,72,1982,2604,66865,0.0389441411799895
1809,73,1982,2823,64261,0.0439302220631487
1810,74,1982,3010,61438,0.0489924802239656
1811,75,1982,3275,58429,0.0560509336117339
1812,76,1982,3321,55154,0.060213221162563
1813,77,1982,3534,51833,0.0681805027685065
1814,78,1982,3610,48299,0.0747427482970662
1815,79,1982,3692,44689,0.0826154087135537
1816,80,1982,3743,40997,0.0912993633680513
1817,81,1982,3755,37254,0.100794545552155
1818,82,1982,3761,33498,0.112275359722969
1819,83,1982,3518,29737,0.118303796617009
1820,84,1982,3516,26219,0.134101224302986
1821,85,1982,3199,22703,0.140906488129322
1822,86,1982,3034,19504,0.155557834290402
1823,87,1982,2731,16470,0.16581663630844
1824,88,1982,2513,13740,0.182896652110626
1825,89,1982,2235,11226,0.199091394975949
1826,90,1982,1914,8991,0.21287954621288
1827,91,1982,1575,7077,0.222551928783383
1828,92,1982,1378,5502,0.250454380225373
1829,93,1982,1097,4123,0.266068396798448
1830,94,1982,798,3026,0.263714474553866
1831,95,1982,657,2228,0.294883303411131
1832,96,1982,491,1571,0.312539783577339
1833,97,1982,357,1080,0.330555555555556
1834,98,1982,252,723,0.348547717842324
1835,99,1982,172,471,0.365180467091295
1836,100,1982,115,299,0.384615384615385
1837,50,1983,519,93324,0.00556127041275556
1838,51,1983,568,92805,0.00612035989440224
1839,52,1983,622,92237,0.00674349772867721
1840,53,1983,625,91616,0.00682195249738037
1841,54,1983,687,90990,0.00755028025057699
1842,55,1983,735,90303,0.00813926447626325
1843,56,1983,789,89568,0.00880894962486602
1844,57,1983,823,88779,0.00927021029748026
1845,58,1983,887,87956,0.0100845877484197
1846,59,1983,942,87069,0.0108190056162354
1847,60,1983,992,86127,0.0115178747663334
1848,61,1983,1074,85135,0.0126152581194573
1849,62,1983,1155,84061,0.0137400221267889
1850,63,1983,1271,82906,0.0153306153957494
1851,64,1983,1345,81635,0.0164757763214308
1852,65,1983,1451,80290,0.018071989039731
1853,66,1983,1616,78839,0.0204974695265034
1854,67,1983,1757,77223,0.0227522888258679
1855,68,1983,1871,75466,0.0247926218429491
1856,69,1983,2006,73595,0.0272572865004416
1857,70,1983,2211,71589,0.0308846331140259
1858,71,1983,2406,69378,0.034679581423506
1859,72,1983,2594,66972,0.0387326046706086
1860,73,1983,2764,64378,0.0429339215259871
1861,74,1983,3064,61614,0.0497289577044178
1862,75,1983,3204,58550,0.0547224594363792
1863,76,1983,3429,55346,0.061955696888664
1864,77,1983,3443,51917,0.0663173912206021
1865,78,1983,3623,48474,0.0747410983207493
1866,79,1983,3713,44852,0.082783376438063
1867,80,1983,3751,41139,0.0911786868907849
1868,81,1983,3828,37388,0.102385792232802
1869,82,1983,3778,33559,0.112577847969248
1870,83,1983,3707,29781,0.124475336624022
1871,84,1983,3453,26075,0.132425695110259
1872,85,1983,3346,22622,0.147909115020776
1873,86,1983,3006,19276,0.155945216849969
1874,87,1983,2817,16270,0.173140749846343
1875,88,1983,2514,13453,0.186872816472162
1876,89,1983,2209,10938,0.201956481989395
1877,90,1983,1939,8730,0.222107674684994
1878,91,1983,1651,6791,0.243115888676189
1879,92,1983,1289,5140,0.250778210116732
1880,93,1983,1011,3850,0.262597402597403
1881,94,1983,794,2839,0.279675942233181
1882,95,1983,624,2046,0.304985337243402
1883,96,1983,460,1422,0.323488045007032
1884,97,1983,329,962,0.341995841995842
1885,98,1983,228,633,0.360189573459716
1886,99,1983,153,405,0.377777777777778
1887,100,1983,100,252,0.396825396825397
1888,50,1984,510,93596,0.00544895080986367
1889,51,1984,554,93086,0.00595148572287992
1890,52,1984,595,92532,0.00643020792806813
1891,53,1984,647,91937,0.00703742780382218
1892,54,1984,691,91290,0.00756928469711907
1893,55,1984,735,90599,0.0081126723253016
1894,56,1984,773,89864,0.00860188729635894
1895,57,1984,816,89092,0.00915907152157321
1896,58,1984,872,88276,0.0098781095654538
1897,59,1984,923,87405,0.0105600366111779
1898,60,1984,1002,86482,0.0115862260354756
1899,61,1984,1075,85480,0.0125760411792232
1900,62,1984,1145,84405,0.0135655470647473
1901,63,1984,1213,83260,0.0145688205620946
1902,64,1984,1384,82047,0.0168683803185979
1903,65,1984,1440,80664,0.0178518298125558
1904,66,1984,1563,79224,0.019728870039382
1905,67,1984,1693,77661,0.0217998738105355
1906,68,1984,1849,75968,0.0243391954507161
1907,69,1984,1947,74118,0.0262689225289403
1908,70,1984,2115,72171,0.02930539967577
1909,71,1984,2316,70055,0.0330597387766755
1910,72,1984,2495,67739,0.0368325484580522
1911,73,1984,2686,65245,0.041167905586635
1912,74,1984,2953,62559,0.0472034399526847
1913,75,1984,3106,59606,0.05210884810254
1914,76,1984,3326,56500,0.0588672566371681
1915,77,1984,3574,53173,0.0672145637823708
1916,78,1984,3506,49600,0.0706854838709677
1917,79,1984,3707,46093,0.0804243594472046
1918,80,1984,3743,42386,0.0883074600103808
1919,81,1984,3827,38644,0.0990321912845461
1920,82,1984,3764,34816,0.108111213235294
1921,83,1984,3762,31052,0.12115161664305
1922,84,1984,3635,27290,0.133198973983144
1923,85,1984,3317,23655,0.140224054111182
1924,86,1984,3182,20338,0.156455895368276
1925,87,1984,2829,17156,0.164898577757053
1926,88,1984,2627,14327,0.183360089341802
1927,89,1984,2290,11700,0.195726495726496
1928,90,1984,1994,9409,0.211924752896163
1929,91,1984,1659,7416,0.223705501618123
1930,92,1984,1415,5756,0.245830437804031
1931,93,1984,1131,4341,0.260539046302695
1932,94,1984,872,3210,0.271651090342679
1933,95,1984,694,2338,0.296834901625321
1934,96,1984,518,1643,0.315276932440657
1935,97,1984,375,1125,0.333333333333333
1936,98,1984,264,750,0.352
1937,99,1984,180,487,0.369609856262834
1938,100,1984,119,307,0.387622149837134
1939,50,1985,461,93874,0.00491083793169568
1940,51,1985,539,93413,0.00577007482898526
1941,52,1985,594,92875,0.0063956931359354
1942,53,1985,621,92280,0.0067295188556567
1943,54,1985,684,91659,0.00746244231335712
1944,55,1985,708,90975,0.00778235779060181
1945,56,1985,797,90267,0.00882936178226816
1946,57,1985,803,89470,0.008975075444283
1947,58,1985,847,88668,0.00955248793251229
1948,59,1985,924,87821,0.0105214014871158
1949,60,1985,985,86896,0.011335389431044
1950,61,1985,1065,85911,0.0123965499179383
1951,62,1985,1109,84846,0.0130707399288122
1952,63,1985,1215,83737,0.0145097149408266
1953,64,1985,1283,82522,0.0155473691863988
1954,65,1985,1452,81239,0.0178731889855857
1955,66,1985,1515,79787,0.0189880556982967
1956,67,1985,1640,78272,0.0209525756336877
1957,68,1985,1810,76632,0.0236193757177158
1958,69,1985,2048,74822,0.0273716286653658
1959,70,1985,2086,72775,0.0286636894537959
1960,71,1985,2235,70688,0.0316178134902671
1961,72,1985,2463,68454,0.0359803663774213
1962,73,1985,2735,65991,0.0414450455365126
1963,74,1985,2907,63256,0.0459561148349564
1964,75,1985,3079,60350,0.0510190555095278
1965,76,1985,3329,57270,0.058128164833246
1966,77,1985,3536,53942,0.0655518890660339
1967,78,1985,3697,50406,0.0733444431218506
1968,79,1985,3619,46708,0.0774813736404899
1969,80,1985,3824,43089,0.0887465478428369
1970,81,1985,3762,39265,0.0958105182732714
1971,82,1985,3826,35503,0.107765540940202
1972,83,1985,3672,31677,0.115920068188275
1973,84,1985,3635,28004,0.1298028853021
1974,85,1985,3474,24369,0.142558168164471
1975,86,1985,3123,20895,0.149461593682699
1976,87,1985,2987,17771,0.16808283157954
1977,88,1985,2658,14785,0.179776800811633
1978,89,1985,2367,12126,0.195200395843642
1979,90,1985,2051,9759,0.210164975919664
1980,91,1985,1733,7708,0.224831344058121
1981,92,1985,1463,5975,0.244853556485356
1982,93,1985,1206,4511,0.267346486366659
1983,94,1985,937,3305,0.283509833585477
1984,95,1985,707,2369,0.298438159560996
1985,96,1985,527,1661,0.317278747742324
1986,97,1985,381,1135,0.33568281938326
1987,98,1985,267,754,0.354111405835544
1988,99,1985,181,487,0.371663244353183
1989,100,1985,119,306,0.388888888888889
1990,50,1986,456,94059,0.00484802092303767
1991,51,1986,515,93603,0.0055019604072519
1992,52,1986,577,93088,0.00619843588862152
1993,53,1986,618,92511,0.00668028666861238
1994,54,1986,676,91893,0.0073563818789244
1995,55,1986,716,91217,0.00784941403466459
1996,56,1986,747,90501,0.00825405244140949
1997,57,1986,823,89754,0.00916950776567061
1998,58,1986,840,88931,0.00944552518244482
1999,59,1986,922,88092,0.0104663306543159
2000,60,1986,970,87170,0.0111276815418148
2001,61,1986,1026,86200,0.0119025522041763
2002,62,1986,1107,85174,0.0129969239439266
2003,63,1986,1180,84067,0.0140364233290114
2004,64,1986,1281,82887,0.0154547757790727
2005,65,1986,1365,81606,0.0167267112712301
2006,66,1986,1555,80242,0.0193788788913537
2007,67,1986,1642,78686,0.0208677528404036
2008,68,1986,1752,77044,0.0227402523233477
2009,69,1986,1903,75293,0.0252745939197535
