year,age,female,male,total
1963,75,0.060562,0.088854,0.072667
1963,76,0.071023,0.098135,0.082219
1963,77,0.072611,0.104578,0.08545
1963,78,0.086661,0.119885,0.099604
1963,79,0.096554,0.131053,0.109537
1963,80,0.106645,0.141549,0.119404
1963,81,0.117929,0.155487,0.131366
1963,82,0.129563,0.1701,0.143685
1963,83,0.141497,0.176904,0.153478
1963,84,0.158453,0.202682,0.172998
1963,85,0.173608,0.214332,0.186565
1963,86,0.192502,0.239151,0.206831
1963,87,0.211211,0.239984,0.21984
1963,88,0.228421,0.279385,0.243257
1963,89,0.245983,0.279554,0.255378
1963,90,0.267169,0.322806,0.282646
1963,91,0.29312,0.346394,0.307806
1963,92,0.310948,0.339707,0.318447
1963,93,0.320558,0.364801,0.331248
1963,94,0.365056,0.399433,0.37294
1963,95,0.366479,0.427334,0.380104
1963,96,0.399516,0.448245,0.409935
1963,97,0.39674,0.471153,0.411657
1963,98,0.563611,0.328383,0.515537
1963,99,0.510211,0.485294,0.506543
1963,100,0.504767,0.571429,0.515706
1964,0,0.018579,0.023421,0.021059
1964,1,0.002083,0.002511,0.002302
1964,2,0.001343,0.001624,0.001486
1964,3,0.000957,0.001306,0.001135
1964,4,0.000803,0.001088,0.000949
1964,5,0.000707,0.000931,0.000821
1964,6,0.000567,0.000859,0.000716
1964,7,0.000463,0.000803,0.000636
1964,8,0.000368,0.000687,0.000531
1964,9,0.000343,0.000559,0.000453
1964,10,0.000308,0.000519,0.000415
1964,11,0.000307,0.000501,0.000406
1964,12,0.000321,0.000458,0.000391
1964,13,0.00034,0.000503,0.000423
1964,14,0.000316,0.0005,0.000409
1964,15,0.000354,0.000652,0.000505
1964,16,0.000408,0.000981,0.000698
1964,17,0.000493,0.001144,0.000822
1964,18,0.00051,0.001139,0.000827
1964,19,0.000651,0.001361,0.001006
1964,20,0.000753,0.001488,0.001118
1964,21,0.000798,0.001449,0.001121
1964,22,0.000872,0.001685,0.001275
1964,23,0.000953,0.001649,0.001299
1964,24,0.000985,0.001805,0.001392
1964,25,0.001017,0.001753,0.001382
1964,26,0.001074,0.001793,0.001431
1964,27,0.001071,0.001743,0.001405
1964,28,0.001116,0.001816,0.001465
1964,29,0.001231,0.001787,0.001509
1964,30,0.001232,0.001877,0.001555
1964,31,0.00128,0.001961,0.001622
1964,32,0.001296,0.001991,0.001645
1964,33,0.001431,0.002142,0.001789
1964,34,0.001427,0.002156,0.001794
1964,35,0.001506,0.002371,0.001939
1964,36,0.001644,0.002499,0.002071
1964,37,0.001837,0.002736,0.002284
1964,38,0.002005,0.002889,0.002439
1964,39,0.00201,0.003167,0.002567
1964,40,0.002152,0.003278,0.002675
1964,41,0.002303,0.003671,0.002913
1964,42,0.002469,0.003775,0.003039
1964,43,0.0026,0.004036,0.003225
1964,44,0.003158,0.004504,0.003755
1964,45,0.003004,0.004605,0.003726
1964,46,0.003584,0.005163,0.0043
1964,47,0.003792,0.005497,0.00457
1964,48,0.004404,0.006085,0.005178
1964,49,0.004413,0.00684,0.00554
1964,50,0.004728,0.007168,0.005867
1964,51,0.005255,0.008152,0.006605
1964,52,0.005827,0.00914,0.007374
1964,53,0.006296,0.00989,0.007996
1964,54,0.006701,0.01121,0.008842
1964,55,0.007084,0.012488,0.009673
1964,56,0.008081,0.013074,0.010488
1964,57,0.008809,0.015288,0.011997
1964,58,0.009687,0.016918,0.013248
1964,59,0.010177,0.018396,0.014174
1964,60,0.011165,0.019923,0.015459
1964,61,0.012301,0.021893,0.016979
1964,62,0.014002,0.024445,0.019102
1964,63,0.01508,0.027184,0.020953
1964,64,0.016971,0.030202,0.023375
1964,65,0.018771,0.032195,0.025283
1964,66,0.021659,0.035816,0.028457
1964,67,0.022764,0.038866,0.030409
1964,68,0.027292,0.044455,0.03537
1964,69,0.029238,0.048454,0.038227
1964,70,0.033113,0.054695,0.043129
1964,71,0.037349,0.059354,0.047405
1964,72,0.043788,0.065941,0.053762
1964,73,0.046999,0.0709,0.057562
1964,74,0.052638,0.078034,0.063592
1964,75,0.060279,0.08786,0.072104
1964,76,0.067097,0.096718,0.079585
1964,77,0.07822,0.109691,0.090992
1964,78,0.083246,0.112201,0.094664
1964,79,0.095342,0.131738,0.109244
1964,80,0.104786,0.143479,0.119077
1964,81,0.117397,0.151977,0.129749
1964,82,0.128341,0.17118,0.143299
1964,83,0.1432,0.184608,0.157252
1964,84,0.15446,0.19503,0.167816
1964,85,0.172975,0.2182,0.187447
1964,86,0.190011,0.232885,0.203283
1964,87,0.207947,0.249093,0.220233
1964,88,0.217334,0.257646,0.229107
1964,89,0.247492,0.283061,0.257566
1964,90,0.262906,0.319454,0.278209
1964,91,0.284837,0.335283,0.298342
1964,92,0.334271,0.357696,0.340562
1964,93,0.3256,0.390387,0.342029
1964,94,0.378603,0.380079,0.378952
1964,95,0.373235,0.412659,0.382006
1964,96,0.436602,0.515003,0.453761
1964,97,0.49141,0.468772,0.487038
1964,98,0.467261,0.492504,0.472877
1964,99,0.607734,0.642943,0.614521
1964,100,0.725733,0.531646,0.695604
1965,0,0.016983,0.021715,0.019405
1965,1,0.001929,0.002282,0.002109
1965,2,0.001189,0.001596,0.001397
1965,3,0.000952,0.001219,0.001088
1965,4,0.000744,0.001118,0.000935
1965,5,0.000596,0.000915,0.000758
1965,6,0.000546,0.000763,0.000657
1965,7,0.000444,0.000759,0.000604
1965,8,0.000333,0.000637,0.000488
1965,9,0.000308,0.000482,0.000397
1965,10,0.000296,0.000467,0.000383
1965,11,0.00025,0.000453,0.000353
1965,12,0.000276,0.00044,0.000359
1965,13,0.000314,0.000468,0.000392
1965,14,0.000354,0.000567,0.000462
1965,15,0.000332,0.000614,0.000475
1965,16,0.000385,0.000884,0.000637
1965,17,0.000459,0.001018,0.000741
1965,18,0.000555,0.00109,0.000825
1965,19,0.000539,0.001164,0.000853
1965,20,0.000647,0.001323,0.000983
1965,21,0.000786,0.001475,0.001127
1965,22,0.000809,0.001495,0.001149
1965,23,0.000875,0.001536,0.001203
1965,24,0.000913,0.001623,0.001265
1965,25,0.000978,0.001635,0.001304
1965,26,0.001047,0.001553,0.001297
1965,27,0.001009,0.001597,0.001301
1965,28,0.00111,0.00162,0.001364
1965,29,0.001152,0.001766,0.001459
1965,30,0.001034,0.001808,0.001422
1965,31,0.001269,0.001927,0.001599
1965,32,0.001256,0.00196,0.00161
1965,33,0.001361,0.002086,0.001726
1965,34,0.001423,0.002303,0.001867
1965,35,0.001516,0.00232,0.001921
1965,36,0.001626,0.002493,0.00206
1965,37,0.001643,0.002571,0.002107
1965,38,0.001785,0.002784,0.002282
1965,39,0.001998,0.003078,0.002528
1965,40,0.001951,0.00328,0.002591
1965,41,0.002188,0.003409,0.002755
1965,42,0.002377,0.003485,0.002871
1965,43,0.002534,0.004117,0.003225
1965,44,0.002911,0.004355,0.00354
1965,45,0.00317,0.004858,0.003919
1965,46,0.00335,0.005003,0.004095
1965,47,0.003745,0.005639,0.004604
1965,48,0.004075,0.006472,0.005168
1965,49,0.004533,0.006925,0.005633
1965,50,0.004656,0.007302,0.005883
1965,51,0.005211,0.008073,0.006545
1965,52,0.005355,0.008905,0.007007
1965,53,0.00615,0.009761,0.007835
1965,54,0.006832,0.011066,0.008832
1965,55,0.007211,0.012064,0.009512
1965,56,0.007915,0.013468,0.010571
1965,57,0.008398,0.014539,0.011354
1965,58,0.009997,0.016875,0.013372
1965,59,0.010267,0.018082,0.014104
1965,60,0.011171,0.020064,0.01548
1965,61,0.012505,0.02283,0.017547
1965,62,0.013743,0.024581,0.019005
1965,63,0.015745,0.027019,0.021224
1965,64,0.017184,0.031318,0.024001
1965,65,0.018872,0.034143,0.026215
1965,66,0.021212,0.035897,0.028289
1965,67,0.024949,0.040595,0.032408
1965,68,0.026086,0.044426,0.034721
1965,69,0.030781,0.051288,0.040342
1965,70,0.0335,0.054911,0.043412
1965,71,0.037562,0.062976,0.049221
1965,72,0.042161,0.06753,0.053611
1965,73,0.048573,0.076138,0.06082
1965,74,0.054358,0.082153,0.066473
1965,75,0.059379,0.091639,0.073075
1965,76,0.069089,0.10113,0.082608
1965,77,0.079879,0.111733,0.093076
1965,78,0.090311,0.125409,0.10429
1965,79,0.09588,0.131311,0.109562
1965,80,0.11312,0.151035,0.12732
1965,81,0.12306,0.165352,0.138291
1965,82,0.137556,0.179014,0.151979
1965,83,0.154622,0.195831,0.168625
1965,84,0.165602,0.214971,0.181853
1965,85,0.177598,0.227516,0.193522
1965,86,0.204599,0.25866,0.221292
1965,87,0.218951,0.275341,0.23579
1965,88,0.24253,0.296795,0.258165
1965,89,0.266598,0.302686,0.276811
1965,90,0.290028,0.332915,0.301816
1965,91,0.311512,0.372618,0.327415
1965,92,0.337499,0.398862,0.353281
1965,93,0.368535,0.407157,0.378444
1965,94,0.383086,0.40553,0.388669
1965,95,0.40261,0.442455,0.411855
1965,96,0.466327,0.468649,0.466831
1965,97,0.427086,0.549738,0.451755
1965,98,0.488824,0.526355,0.496285
1965,99,0.643353,0.655627,0.645828
1965,100,0.474393,0.610325,0.500096
1966,0,0.014712,0.018685,0.016753
1966,1,0.001828,0.002091,0.001962
1966,2,0.00109,0.001417,0.001257
1966,3,0.000834,0.001145,0.000992
1966,4,0.000719,0.001006,0.000865
1966,5,0.000581,0.000874,0.000731
1966,6,0.000453,0.000809,0.000634
1966,7,0.000446,0.000692,0.000571
1966,8,0.000359,0.000634,0.000499
1966,9,0.000321,0.000513,0.000419
1966,10,0.000332,0.000493,0.000414
1966,11,0.000324,0.000418,0.000372
1966,12,0.000317,0.000418,0.000369
1966,13,0.000309,0.000471,0.000391
1966,14,0.00028,0.000504,0.000394
1966,15,0.000358,0.000623,0.000492
1966,16,0.00041,0.000846,0.00063
1966,17,0.000435,0.001005,0.000721
1966,18,0.000515,0.001173,0.000847
1966,19,0.00063,0.001302,0.000968
1966,20,0.000621,0.001224,0.000923
1966,21,0.000763,0.001415,0.001087
1966,22,0.000824,0.001502,0.00116
1966,23,0.000863,0.001486,0.001172
1966,24,0.000909,0.001621,0.001262
1966,25,0.000892,0.001658,0.001273
1966,26,0.000937,0.001589,0.00126
1966,27,0.000976,0.001617,0.001294
1966,28,0.000952,0.001668,0.001308
1966,29,0.001044,0.001679,0.00136
1966,30,0.001146,0.001669,0.001408
1966,31,0.001137,0.001748,0.001443
1966,32,0.001236,0.002008,0.001623
1966,33,0.001255,0.002046,0.001652
1966,34,0.001354,0.00217,0.001765
1966,35,0.00147,0.002449,0.001963
1966,36,0.001459,0.002486,0.001975
1966,37,0.001487,0.002699,0.002094
1966,38,0.001706,0.002761,0.002233
1966,39,0.001914,0.003106,0.002507
1966,40,0.001969,0.003255,0.002601
1966,41,0.002101,0.003331,0.002693
1966,42,0.002281,0.003781,0.002977
1966,43,0.002482,0.003766,0.003054
1966,44,0.002696,0.004247,0.003372
1966,45,0.002959,0.00472,0.003725
1966,46,0.003304,0.005247,0.004165
1966,47,0.003355,0.005202,0.004187
1966,48,0.003778,0.005652,0.004627
1966,49,0.004065,0.006571,0.005206
1966,50,0.004507,0.007284,0.005783
1966,51,0.004919,0.007509,0.006119
1966,52,0.005525,0.008413,0.00687
1966,53,0.005623,0.009459,0.007405
1966,54,0.006386,0.010507,0.008305
1966,55,0.006752,0.011709,0.009087
1966,56,0.007452,0.012838,0.01
1966,57,0.008126,0.014271,0.011058
1966,58,0.009181,0.015894,0.012402
1966,59,0.010171,0.017698,0.013851
1966,60,0.010852,0.019001,0.014838
1966,61,0.011541,0.021043,0.016124
1966,62,0.013006,0.02402,0.018356
1966,63,0.01476,0.026148,0.020259
1966,64,0.016173,0.02928,0.022503
1966,65,0.018194,0.032286,0.024943
1966,66,0.019789,0.034876,0.026988
1966,67,0.022613,0.037498,0.029733
1966,68,0.026336,0.043027,0.034219
1966,69,0.02767,0.046346,0.036379
1966,70,0.032613,0.052635,0.041858
1966,71,0.035426,0.057485,0.045524
1966,72,0.04046,0.064089,0.051163
1966,73,0.045393,0.069171,0.055979
1966,74,0.051003,0.078012,0.062833
1966,75,0.055058,0.084564,0.067718
1966,76,0.063433,0.09197,0.075349
1966,77,0.071788,0.103669,0.085007
1966,78,0.08264,0.112605,0.094826
1966,79,0.092719,0.124839,0.105252
1966,80,0.097228,0.132241,0.110433
1966,81,0.114319,0.152008,0.1281
1966,82,0.124926,0.161784,0.13787
1966,83,0.142066,0.172733,0.152489
1966,84,0.153304,0.195659,0.167326
1966,85,0.168689,0.212833,0.18279
1966,86,0.18177,0.224602,0.195004
1966,87,0.204511,0.243523,0.216157
1966,88,0.222974,0.264173,0.234868
1966,89,0.248295,0.291396,0.260289
1966,90,0.251264,0.30551,0.266171
1966,91,0.285277,0.33649,0.298874
1966,92,0.307977,0.358023,0.320489
1966,93,0.341692,0.360395,0.346326
1966,94,0.376881,0.400539,0.382815
1966,95,0.380423,0.43145,0.392863
1966,96,0.444115,0.438711,0.442866
1966,97,0.438939,0.454389,0.442248
1966,98,0.458514,0.498934,0.466481
1966,99,0.590412,0.527851,0.578673
1966,100,0.484107,0.66173,0.518276
1967,0,0.015551,0.019854,0.017764
1967,1,0.001725,0.001905,0.001817
1967,2,0.000979,0.001292,0.001139
1967,3,0.000701,0.001039,0.000874
1967,4,0.000648,0.000896,0.000774
1967,5,0.00049,0.000711,0.000603
1967,6,0.000456,0.00068,0.00057
1967,7,0.000354,0.000649,0.000504
1967,8,0.000303,0.000544,0.000426
1967,9,0.000303,0.000511,0.000409
1967,10,0.000298,0.000455,0.000378
1967,11,0.000259,0.000415,0.000339
1967,12,0.00029,0.000459,0.000376
1967,13,0.000297,0.000477,0.000389
1967,14,0.000294,0.000512,0.000404
1967,15,0.000335,0.000598,0.000468
1967,16,0.000437,0.000833,0.000637
1967,17,0.0004,0.000988,0.000696
1967,18,0.000483,0.001068,0.000776
1967,19,0.000544,0.001148,0.000848
1967,20,0.000622,0.001397,0.001011
1967,21,0.000628,0.001254,0.000941
1967,22,0.000732,0.001456,0.001092
1967,23,0.000833,0.001528,0.001177
1967,24,0.000823,0.001449,0.001133
1967,25,0.000868,0.00159,0.001226
1967,26,0.000873,0.001502,0.001185
1967,27,0.000927,0.001514,0.001218
1967,28,0.000994,0.001546,0.001268
1967,29,0.001086,0.001732,0.001408
1967,30,0.00103,0.001579,0.001304
1967,31,0.001056,0.001652,0.001355
1967,32,0.001184,0.001841,0.001513
1967,33,0.001219,0.001981,0.001601
1967,34,0.001181,0.002172,0.001679
1967,35,0.001379,0.002195,0.00179
1967,36,0.001486,0.002404,0.001949
1967,37,0.001534,0.002553,0.002047
1967,38,0.001602,0.002814,0.002209
1967,39,0.001805,0.002912,0.002358
1967,40,0.001916,0.003161,0.002535
1967,41,0.002064,0.003241,0.002642
1967,42,0.002102,0.003526,0.002787
1967,43,0.00237,0.003787,0.003027
1967,44,0.00253,0.004178,0.003264
1967,45,0.002808,0.004598,0.003588
1967,46,0.00305,0.004667,0.003753
1967,47,0.003453,0.005412,0.00432
1967,48,0.003617,0.005434,0.004434
1967,49,0.00389,0.006279,0.00497
1967,50,0.004331,0.007003,0.005546
1967,51,0.0047,0.007515,0.005992
1967,52,0.005083,0.00814,0.006498
1967,53,0.005553,0.009052,0.007181
1967,54,0.006011,0.009794,0.007765
1967,55,0.00657,0.011102,0.008675
1967,56,0.007055,0.012238,0.009488
1967,57,0.007938,0.013655,0.010635
1967,58,0.008914,0.015861,0.012216
1967,59,0.009527,0.017001,0.013096
1967,60,0.010748,0.018704,0.014619
1967,61,0.011847,0.020659,0.016137
1967,62,0.012766,0.022969,0.017659
1967,63,0.014131,0.025329,0.019539
1967,64,0.015955,0.027711,0.021597
1967,65,0.017364,0.031024,0.023914
1967,66,0.019426,0.034108,0.0264
1967,67,0.021423,0.038056,0.029293
1967,68,0.024494,0.040611,0.032129
1967,69,0.028039,0.046412,0.036627
1967,70,0.030183,0.050008,0.039335
1967,71,0.035957,0.057458,0.045786
1967,72,0.038816,0.061594,0.049123
1967,73,0.045041,0.067493,0.055077
1967,74,0.048421,0.07534,0.060236
1967,75,0.056542,0.083777,0.06829
1967,76,0.063157,0.091596,0.075176
1967,77,0.069087,0.101714,0.082473
1967,78,0.078177,0.112516,0.092147
1967,79,0.08951,0.122851,0.102809
1967,80,0.102289,0.139938,0.116623
1967,81,0.106973,0.144443,0.120777
1967,82,0.123558,0.162853,0.137573
1967,83,0.136946,0.1793,0.151465
1967,84,0.149941,0.188464,0.162715
1967,85,0.165835,0.211251,0.180436
1967,86,0.183231,0.233871,0.198908
1967,87,0.198872,0.243703,0.212299
1967,88,0.224898,0.26717,0.237169
1967,89,0.247821,0.29999,0.262405
1967,90,0.260216,0.316791,0.275428
1967,91,0.28542,0.31894,0.29428
1967,92,0.329279,0.354232,0.335745
1967,93,0.328784,0.354292,0.335042
1967,94,0.359485,0.401731,0.369786
1967,95,0.402153,0.41178,0.404506
1967,96,0.423489,0.385728,0.414362
1967,97,0.491806,0.367939,0.461973
1967,98,0.47285,0.491543,0.476976
1967,99,0.591871,0.293706,0.532301
1967,100,0.600068,0.380362,0.553646
1968,0,0.013047,0.017276,0.01522
1968,1,0.001725,0.002053,0.001894
1968,2,0.000998,0.001194,0.001099
1968,3,0.000673,0.001045,0.000862
1968,4,0.000604,0.000826,0.000717
1968,5,0.000517,0.000775,0.000648
1968,6,0.000442,0.0007,0.000573
1968,7,0.000399,0.000574,0.000489
1968,8,0.000349,0.00053,0.000441
1968,9,0.00028,0.000441,0.000362
1968,10,0.00025,0.000408,0.00033
1968,11,0.00026,0.000352,0.000307
1968,12,0.000276,0.000356,0.000317
1968,13,0.000301,0.000418,0.000361
1968,14,0.000295,0.000466,0.000382
1968,15,0.000278,0.000553,0.000417
1968,16,0.000443,0.000747,0.000597
1968,17,0.000401,0.001037,0.000722
1968,18,0.000451,0.001095,0.000775
1968,19,0.000561,0.001159,0.00086
1968,20,0.000622,0.001211,0.000917
1968,21,0.000631,0.001338,0.000985
1968,22,0.000666,0.001256,0.00096
1968,23,0.00074,0.001458,0.001096
1968,24,0.000812,0.001496,0.001151
1968,25,0.000871,0.001455,0.00116
1968,26,0.000917,0.001492,0.001203
1968,27,0.000872,0.001462,0.001166
1968,28,0.000912,0.001498,0.001203
1968,29,0.000916,0.001557,0.001235
1968,30,0.001038,0.001578,0.001307
1968,31,0.001025,0.001569,0.001296
1968,32,0.00104,0.001743,0.001392
1968,33,0.001143,0.001826,0.001485
1968,34,0.001263,0.00199,0.001627
1968,35,0.001312,0.002118,0.001717
1968,36,0.001393,0.002347,0.001874
1968,37,0.001509,0.002559,0.002038
1968,38,0.001553,0.002562,0.002061
1968,39,0.001657,0.002942,0.0023
1968,40,0.00188,0.003034,0.002457
1968,41,0.001931,0.003318,0.002622
1968,42,0.002166,0.003476,0.002809
1968,43,0.002292,0.003578,0.00291
1968,44,0.002654,0.004071,0.003311
1968,45,0.00267,0.004315,0.003401
1968,46,0.003077,0.004922,0.00388
1968,47,0.003276,0.005122,0.004078
1968,48,0.003436,0.005721,0.004447
1968,49,0.003727,0.006074,0.004782
1968,50,0.004198,0.006758,0.005354
1968,51,0.004656,0.007405,0.005904
1968,52,0.005196,0.008234,0.006588
1968,53,0.005418,0.008936,0.007045
1968,54,0.006025,0.009664,0.007715
1968,55,0.006224,0.010468,0.008188
1968,56,0.00687,0.012299,0.009384
1968,57,0.007817,0.01368,0.01056
1968,58,0.008971,0.016511,0.012516
1968,59,0.009425,0.01641,0.012732
1968,60,0.010105,0.018381,0.014038
1968,61,0.011776,0.021042,0.016262
1968,62,0.012455,0.022054,0.017104
1968,63,0.014057,0.02531,0.019421
1968,64,0.015775,0.027388,0.02135
1968,65,0.017242,0.030452,0.023542
1968,66,0.018997,0.033726,0.026006
1968,67,0.021255,0.03723,0.028776
1968,68,0.023902,0.040253,0.031568
1968,69,0.026826,0.045019,0.035357
1968,70,0.030494,0.050906,0.039928
1968,71,0.03309,0.054973,0.043083
1968,72,0.039492,0.062851,0.050054
1968,73,0.042981,0.068163,0.054231
1968,74,0.048147,0.076155,0.060485
1968,75,0.055366,0.083456,0.067496
1968,76,0.062569,0.091664,0.074921
1968,77,0.068866,0.10185,0.082573
1968,78,0.078459,0.111328,0.091682
1968,79,0.088749,0.122583,0.102237
1968,80,0.098024,0.1354,0.112467
1968,81,0.112844,0.152224,0.127477
1968,82,0.117769,0.160634,0.133158
1968,83,0.137591,0.180948,0.15263
1968,84,0.15411,0.19708,0.16845
1968,85,0.166472,0.211879,0.181105
1968,86,0.183409,0.234053,0.199148
1968,87,0.207613,0.260917,0.223541
1968,88,0.222709,0.264608,0.234832
1968,89,0.240454,0.303855,0.258185
1968,90,0.266728,0.326948,0.282832
1968,91,0.284001,0.345014,0.299748
1968,92,0.318766,0.363793,0.330272
1968,93,0.346187,0.383252,0.355589
1968,94,0.347576,0.407707,0.361949
1968,95,0.36693,0.437411,0.383424
1968,96,0.435267,0.532507,0.458061
1968,97,0.425608,0.457717,0.433381
1968,98,0.48206,0.371468,0.454576
1968,99,0.518714,0.599145,0.536732
1968,100,0.466468,0.567523,0.48821
1969,0,0.012596,0.016251,0.01448
1969,1,0.001501,0.001825,0.001667
1969,2,0.000967,0.001193,0.001083
1969,3,0.000672,0.000969,0.000824
1969,4,0.000579,0.000851,0.000718
1969,5,0.000469,0.000799,0.000638
1969,6,0.000437,0.000722,0.000583
1969,7,0.000373,0.00061,0.000494
1969,8,0.000289,0.000522,0.000408
1969,9,0.000257,0.000457,0.000359
1969,10,0.000242,0.000411,0.000328
1969,11,0.000212,0.000364,0.000289
1969,12,0.000257,0.000409,0.000335
1969,13,0.000316,0.000416,0.000367
1969,14,0.000295,0.000456,0.000377
1969,15,0.000311,0.000543,0.000429
1969,16,0.000364,0.000945,0.000657
1969,17,0.000415,0.001159,0.00079
1969,18,0.000456,0.001177,0.000819
1969,19,0.00056,0.00124,0.0009
1969,20,0.000616,0.001258,0.000936
1969,21,0.000628,0.001373,0.001
1969,22,0.000758,0.001393,0.001075
1969,23,0.000718,0.001331,0.001024
1969,24,0.000787,0.001461,0.001122
1969,25,0.000809,0.001488,0.001146
1969,26,0.000844,0.001483,0.001161
1969,27,0.000854,0.001453,0.001152
1969,28,0.000928,0.001454,0.00119
1969,29,0.000873,0.001515,0.001192
1969,30,0.001011,0.001528,0.001269
1969,31,0.001004,0.001696,0.001349
1969,32,0.001106,0.001725,0.001415
1969,33,0.001154,0.001924,0.00154
1969,34,0.00121,0.001932,0.001572
1969,35,0.001264,0.002167,0.001716
1969,36,0.001359,0.002395,0.00188
1969,37,0.001464,0.002517,0.001994
1969,38,0.001656,0.002774,0.002219
1969,39,0.001664,0.003035,0.002353
1969,40,0.00179,0.003115,0.002454
1969,41,0.001825,0.003354,0.00259
1969,42,0.002085,0.003483,0.002781
1969,43,0.002344,0.003802,0.003059
1969,44,0.00242,0.00412,0.003236
1969,45,0.002776,0.004428,0.003541
1969,46,0.002774,0.004698,0.003628
1969,47,0.003301,0.005008,0.004043
1969,48,0.003484,0.005519,0.004366
1969,49,0.003883,0.006197,0.004906
1969,50,0.004136,0.006453,0.005176
1969,51,0.004678,0.00718,0.005807
1969,52,0.004826,0.007957,0.006245
1969,53,0.005286,0.008913,0.006945
1969,54,0.005811,0.009476,0.007503
1969,55,0.006328,0.010757,0.008381
1969,56,0.006746,0.012114,0.009224
1969,57,0.007397,0.013044,0.010004
1969,58,0.008687,0.014937,0.0116
1969,59,0.008895,0.016566,0.012489
1969,60,0.010016,0.017908,0.013737
1969,61,0.011102,0.020056,0.015333
1969,62,0.012335,0.022949,0.017445
1969,63,0.013585,0.024423,0.018803
1969,64,0.015117,0.02755,0.021004
1969,65,0.016308,0.029932,0.022806
1969,66,0.019051,0.034123,0.026188
1969,67,0.021211,0.037652,0.028968
1969,68,0.023282,0.041025,0.031558
1969,69,0.026064,0.044931,0.034821
1969,70,0.029411,0.049618,0.038777
1969,71,0.034288,0.056331,0.044349
1969,72,0.036499,0.060826,0.047476
1969,73,0.043543,0.069228,0.055014
1969,74,0.04742,0.074629,0.05941
1969,75,0.054162,0.085237,0.067626
1969,76,0.060538,0.090731,0.073353
1969,77,0.068062,0.102496,0.082423
1969,78,0.074828,0.107662,0.088232
1969,79,0.0827,0.122005,0.098201
1969,80,0.094948,0.134155,0.110222
1969,81,0.105439,0.147665,0.121356
1969,82,0.121474,0.163459,0.136668
1969,83,0.124285,0.166396,0.138971
1969,84,0.148607,0.191759,0.163157
1969,85,0.163019,0.204814,0.176574
1969,86,0.176801,0.227253,0.19255
1969,87,0.197307,0.243267,0.2111
1969,88,0.222406,0.269035,0.235901
1969,89,0.235607,0.279626,0.247916
1969,90,0.26054,0.30824,0.273357
1969,91,0.282347,0.334726,0.2958
1969,92,0.295098,0.355921,0.31016
1969,93,0.325718,0.369832,0.336604
1969,94,0.350745,0.381946,0.358465
1969,95,0.374293,0.389959,0.37793
1969,96,0.401143,0.44614,0.411371
1969,97,0.408674,0.552778,0.440366
1969,98,0.384473,0.415745,0.392045
1969,99,0.467311,0.295438,0.424702
1969,100,0.46175,0.483326,0.466754
1970,0,0.011654,0.015215,0.013486
1970,1,0.001513,0.001864,0.001693
1970,2,0.000876,0.001145,0.001014
1970,3,0.000718,0.000952,0.000838
1970,4,0.000548,0.000883,0.00072
1970,5,0.000492,0.000728,0.000613
1970,6,0.0004,0.000705,0.000556
1970,7,0.000353,0.000545,0.000451
1970,8,0.000285,0.000483,0.000386
1970,9,0.000261,0.000413,0.000338
1970,10,0.000261,0.000345,0.000304
1970,11,0.000236,0.000385,0.000312
1970,12,0.000241,0.000456,0.00035
1970,13,0.000257,0.000441,0.000351
1970,14,0.000272,0.000445,0.00036
1970,15,0.000307,0.000577,0.000445
1970,16,0.00037,0.000981,0.00068
1970,17,0.00044,0.001263,0.000854
1970,18,0.000488,0.001215,0.000853
1970,19,0.000538,0.001299,0.00092
1970,20,0.000645,0.001281,0.000963
1970,21,0.000651,0.001328,0.000988
1970,22,0.000666,0.001379,0.001022
1970,23,0.000768,0.001304,0.001035
1970,24,0.000675,0.001181,0.000927
1970,25,0.000807,0.001391,0.001097
1970,26,0.000815,0.001398,0.001104
1970,27,0.000825,0.00148,0.00115
1970,28,0.000887,0.001463,0.001174
1970,29,0.000902,0.001486,0.001193
1970,30,0.000906,0.001651,0.001277
1970,31,0.000898,0.001487,0.001192
1970,32,0.001067,0.001702,0.001384
1970,33,0.001139,0.001772,0.001455
1970,34,0.001142,0.002016,0.00158
1970,35,0.001225,0.002163,0.001695
1970,36,0.001365,0.002294,0.001831
1970,37,0.001437,0.002572,0.002008
1970,38,0.001464,0.002627,0.00205
1970,39,0.001644,0.003016,0.002335
1970,40,0.001738,0.003055,0.0024
1970,41,0.002009,0.003396,0.002703
1970,42,0.00198,0.003466,0.002723
1970,43,0.002273,0.003769,0.003018
1970,44,0.002485,0.004126,0.003289
1970,45,0.002613,0.004379,0.003461
1970,46,0.002697,0.004783,0.003662
1970,47,0.003109,0.004919,0.003911
1970,48,0.003482,0.00564,0.004419
1970,49,0.003778,0.005954,0.00472
1970,50,0.004276,0.006807,0.005393
1970,51,0.004299,0.007326,0.005657
1970,52,0.004803,0.007887,0.006191
1970,53,0.005169,0.008646,0.006742
1970,54,0.005797,0.009627,0.007546
1970,55,0.006361,0.010523,0.008279
1970,56,0.00687,0.011797,0.009149
1970,57,0.007322,0.01319,0.010024
1970,58,0.008307,0.014435,0.011126
1970,59,0.00871,0.016082,0.012132
1970,60,0.009736,0.017492,0.013355
1970,61,0.011606,0.019924,0.01551
1970,62,0.01244,0.022031,0.016946
1970,63,0.013887,0.025048,0.019227
1970,64,0.014799,0.026797,0.020538
1970,65,0.016724,0.030401,0.023153
1970,66,0.018383,0.034042,0.025796
